idade,renda,etnia,genero,casa_propria,outras_rendas,estado_civil,escolaridade,inadimplente
55,3818,Negro,Feminino,0,1,Solteiro,Pós-graduação,0
60,2312,Pardo,Masculino,0,1,Casado,Superior,0
33,1458,Amarelo,Masculino,1,1,Divorciado,Superior,0
22,3211,Branco,Feminino,0,0,Viúvo,Médio,1
33,7164,Pardo,Masculino,0,0,Solteiro,Superior,0
24,3050,Pardo,Masculino,0,1,Solteiro,Superior,0
68,5567,Branco,Masculino,0,1,Divorciado,Superior,1
18,7386,Pardo,Feminino,0,1,Casado,Pós-graduação,1
26,4333,Indígena,Masculino,1,1,Casado,Fundamental,1
35,6887,Amarelo,Masculino,1,1,Casado,Pós-graduação,0
62,7129,Branco,Feminino,0,0,Viúvo,Médio,1
64,8915,Amarelo,Feminino,1,0,Divorciado,Superior,1
20,9366,Branco,Masculino,0,0,Divorciado,Médio,1
41,2010,Pardo,Feminino,1,1,Solteiro,Pós-graduação,1
45,8205,Pardo,Feminino,0,0,Solteiro,Médio,0
27,9183,Amarelo,Masculino,1,1,Divorciado,Médio,1
26,6629,Negro,Feminino,0,0,Viúvo,Superior,0
30,6654,Indígena,Feminino,1,0,Casado,Fundamental,0
65,1890,Amarelo,Feminino,1,1,Casado,Superior,0
52,7208,Pardo,Masculino,1,1,Solteiro,Fundamental,1
40,2579,Amarelo,Masculino,0,1,Divorciado,Médio,0
64,6953,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,1
34,8074,Pardo,Masculino,0,1,Casado,Pós-graduação,1
63,8567,Negro,Feminino,0,1,Casado,Fundamental,1
24,6394,Branco,Masculino,0,0,Solteiro,Pós-graduação,0
69,2795,Negro,Feminino,0,0,Casado,Fundamental,1
33,4672,Pardo,Feminino,0,0,Casado,Fundamental,1
57,2605,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,0
53,3501,Indígena,Feminino,1,1,Viúvo,Superior,1
37,8554,Branco,Feminino,1,1,Casado,Pós-graduação,0
41,7543,Amarelo,Feminino,0,0,Divorciado,Superior,1
64,9378,Negro,Masculino,0,0,Viúvo,Fundamental,1
22,4355,Branco,Feminino,0,1,Viúvo,Médio,1
62,4575,Indígena,Masculino,1,0,Divorciado,Pós-graduação,0
23,7012,Negro,Masculino,1,0,Casado,Médio,0
45,7227,Branco,Masculino,1,0,Casado,Fundamental,1
22,7561,Amarelo,Feminino,0,1,Solteiro,Superior,0
66,8060,Indígena,Feminino,1,1,Divorciado,Superior,0
56,1820,Amarelo,Feminino,0,1,Casado,Fundamental,0
55,3678,Pardo,Masculino,0,0,Divorciado,Superior,0
19,2809,Indígena,Masculino,0,0,Solteiro,Superior,1
60,7739,Branco,Masculino,1,0,Casado,Médio,0
56,8268,Pardo,Feminino,1,0,Solteiro,Fundamental,1
38,8828,Pardo,Feminino,1,0,Viúvo,Médio,0
57,2165,Amarelo,Masculino,1,1,Divorciado,Fundamental,1
54,3260,Branco,Feminino,1,1,Viúvo,Médio,0
35,5337,Negro,Masculino,0,1,Viúvo,Médio,0
65,4626,Pardo,Feminino,0,1,Viúvo,Médio,1
63,1671,Indígena,Feminino,0,0,Solteiro,Fundamental,0
29,6765,Indígena,Feminino,1,0,Viúvo,Fundamental,1
34,5978,Negro,Masculino,1,0,Divorciado,Superior,1
54,4643,Pardo,Feminino,1,0,Casado,Superior,1
63,5706,Negro,Feminino,0,1,Viúvo,Pós-graduação,0
55,6378,Indígena,Masculino,0,0,Divorciado,Fundamental,1
32,3906,Indígena,Feminino,1,0,Divorciado,Médio,1
24,6400,Branco,Feminino,1,0,Divorciado,Fundamental,1
31,8711,Pardo,Feminino,1,0,Solteiro,Pós-graduação,1
67,6019,Amarelo,Masculino,0,1,Divorciado,Pós-graduação,0
18,5376,Indígena,Feminino,1,0,Solteiro,Fundamental,1
55,5302,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,1
20,8292,Branco,Feminino,1,0,Solteiro,Pós-graduação,0
54,9356,Pardo,Feminino,1,1,Divorciado,Superior,0
61,4156,Negro,Masculino,0,1,Solteiro,Pós-graduação,0
48,3005,Pardo,Masculino,1,0,Viúvo,Superior,0
60,8688,Indígena,Feminino,1,1,Solteiro,Médio,1
30,1808,Amarelo,Masculino,0,1,Casado,Médio,0
65,2990,Amarelo,Feminino,1,0,Solteiro,Pós-graduação,1
35,8662,Negro,Feminino,1,1,Divorciado,Médio,1
34,1558,Amarelo,Feminino,1,1,Solteiro,Fundamental,1
34,1968,Pardo,Masculino,1,0,Divorciado,Fundamental,0
28,6080,Pardo,Masculino,0,0,Solteiro,Pós-graduação,1
37,1998,Pardo,Feminino,1,0,Viúvo,Superior,0
27,9469,Pardo,Masculino,0,0,Solteiro,Médio,1
46,3009,Negro,Feminino,1,1,Viúvo,Superior,1
65,1533,Amarelo,Masculino,0,1,Solteiro,Superior,1
51,3069,Negro,Masculino,1,0,Solteiro,Fundamental,1
34,5125,Amarelo,Masculino,0,1,Solteiro,Superior,1
69,1363,Indígena,Feminino,1,1,Solteiro,Médio,1
59,6994,Pardo,Feminino,0,0,Casado,Pós-graduação,1
30,2009,Negro,Masculino,0,1,Solteiro,Pós-graduação,1
61,7935,Pardo,Feminino,0,0,Viúvo,Superior,0
64,1895,Amarelo,Masculino,0,0,Casado,Fundamental,0
56,4681,Amarelo,Masculino,1,1,Viúvo,Superior,1
44,5694,Pardo,Masculino,0,0,Divorciado,Pós-graduação,0
43,2761,Indígena,Masculino,1,1,Divorciado,Superior,1
45,1620,Negro,Feminino,0,1,Divorciado,Pós-graduação,0
30,3815,Indígena,Masculino,1,1,Divorciado,Superior,0
29,2432,Amarelo,Feminino,1,0,Divorciado,Médio,1
61,1651,Indígena,Feminino,1,1,Solteiro,Superior,1
45,6733,Negro,Feminino,0,1,Casado,Superior,1
19,8204,Branco,Masculino,0,0,Viúvo,Pós-graduação,0
54,8305,Branco,Masculino,1,0,Solteiro,Médio,1
51,3020,Branco,Masculino,0,1,Divorciado,Superior,1
40,2892,Pardo,Masculino,1,1,Divorciado,Pós-graduação,1
69,7479,Amarelo,Feminino,1,0,Viúvo,Pós-graduação,0
62,8094,Pardo,Feminino,1,0,Casado,Superior,1
46,2478,Branco,Feminino,1,0,Casado,Médio,1
52,9646,Negro,Feminino,0,1,Solteiro,Superior,0
28,7620,Amarelo,Feminino,1,1,Solteiro,Superior,0
65,2376,Pardo,Feminino,1,0,Casado,Médio,0
50,2281,Indígena,Feminino,0,1,Solteiro,Médio,1
68,8492,Indígena,Feminino,1,1,Divorciado,Médio,0
28,5463,Negro,Masculino,0,1,Solteiro,Médio,1
26,9634,Pardo,Feminino,0,1,Solteiro,Médio,1
31,2576,Amarelo,Feminino,0,1,Solteiro,Superior,0
26,1519,Branco,Feminino,0,1,Casado,Pós-graduação,1
56,5647,Branco,Masculino,0,0,Viúvo,Fundamental,1
65,7836,Amarelo,Masculino,0,1,Viúvo,Médio,1
20,7668,Negro,Masculino,1,1,Solteiro,Médio,0
46,8567,Indígena,Feminino,1,0,Casado,Pós-graduação,0
36,4830,Negro,Masculino,0,1,Solteiro,Médio,1
53,8633,Negro,Feminino,1,1,Viúvo,Fundamental,0
49,4759,Amarelo,Masculino,0,1,Casado,Pós-graduação,1
24,3441,Pardo,Feminino,1,1,Divorciado,Superior,1
45,7437,Pardo,Masculino,1,0,Divorciado,Superior,0
61,3005,Branco,Feminino,1,0,Casado,Superior,1
35,2819,Indígena,Feminino,1,1,Casado,Fundamental,0
22,7535,Indígena,Feminino,1,0,Casado,Médio,0
40,8254,Branco,Feminino,1,1,Divorciado,Pós-graduação,1
39,7613,Indígena,Feminino,1,0,Divorciado,Pós-graduação,1
43,8015,Indígena,Feminino,0,1,Solteiro,Médio,0
59,5584,Pardo,Masculino,0,1,Divorciado,Médio,0
29,2538,Indígena,Feminino,1,0,Divorciado,Superior,0
57,5521,Branco,Masculino,1,1,Casado,Médio,0
36,4728,Amarelo,Feminino,1,1,Casado,Médio,1
64,3758,Negro,Masculino,0,0,Casado,Pós-graduação,0
18,5704,Negro,Masculino,0,0,Casado,Superior,0
20,6074,Branco,Masculino,0,1,Divorciado,Fundamental,0
44,5193,Amarelo,Feminino,0,0,Solteiro,Superior,1
35,7505,Negro,Feminino,1,1,Divorciado,Pós-graduação,1
67,2317,Branco,Feminino,1,0,Divorciado,Pós-graduação,1
47,9713,Amarelo,Masculino,1,0,Casado,Médio,0
19,6538,Negro,Feminino,1,1,Solteiro,Pós-graduação,1
22,9407,Branco,Feminino,1,1,Viúvo,Superior,0
46,5380,Branco,Feminino,1,0,Viúvo,Médio,1
50,5203,Indígena,Masculino,0,0,Divorciado,Pós-graduação,0
59,8223,Negro,Masculino,1,0,Casado,Fundamental,0
37,2703,Pardo,Feminino,1,1,Divorciado,Superior,1
47,4783,Pardo,Feminino,1,0,Casado,Fundamental,1
59,2105,Branco,Feminino,0,1,Divorciado,Pós-graduação,0
22,2513,Amarelo,Masculino,1,1,Divorciado,Médio,0
67,4653,Amarelo,Feminino,0,1,Casado,Médio,0
38,6334,Branco,Feminino,0,0,Viúvo,Superior,1
32,7202,Indígena,Feminino,1,1,Divorciado,Fundamental,0
37,4682,Branco,Feminino,1,1,Casado,Superior,1
25,1730,Pardo,Feminino,1,1,Casado,Fundamental,1
66,3567,Indígena,Masculino,0,0,Divorciado,Fundamental,0
48,7389,Amarelo,Feminino,1,1,Casado,Pós-graduação,0
29,1371,Pardo,Masculino,1,1,Divorciado,Fundamental,0
38,5410,Amarelo,Masculino,0,1,Viúvo,Pós-graduação,1
47,5901,Amarelo,Masculino,1,0,Divorciado,Pós-graduação,1
44,4488,Pardo,Masculino,0,1,Solteiro,Pós-graduação,0
61,2856,Pardo,Masculino,0,0,Solteiro,Fundamental,0
43,7283,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,0
50,8864,Negro,Feminino,0,1,Solteiro,Médio,1
43,9680,Indígena,Feminino,0,1,Viúvo,Médio,1
43,6919,Negro,Masculino,1,0,Solteiro,Médio,1
53,8543,Negro,Feminino,0,0,Divorciado,Fundamental,1
57,2720,Negro,Masculino,1,1,Casado,Fundamental,0
18,6163,Amarelo,Feminino,0,0,Viúvo,Superior,0
32,7760,Negro,Masculino,0,1,Casado,Médio,0
67,1520,Amarelo,Feminino,1,1,Solteiro,Médio,0
18,2764,Indígena,Masculino,0,1,Casado,Fundamental,1
28,6340,Branco,Masculino,0,0,Solteiro,Pós-graduação,1
19,5454,Amarelo,Feminino,0,1,Solteiro,Médio,1
18,1750,Amarelo,Feminino,1,1,Solteiro,Pós-graduação,0
48,7430,Negro,Masculino,1,1,Viúvo,Médio,0
61,7814,Negro,Masculino,0,0,Solteiro,Pós-graduação,1
33,1977,Pardo,Feminino,0,0,Divorciado,Superior,0
39,7469,Amarelo,Feminino,0,1,Viúvo,Superior,0
59,5686,Amarelo,Feminino,0,0,Casado,Fundamental,1
35,4932,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,0
64,5550,Branco,Masculino,1,1,Divorciado,Superior,1
34,3820,Pardo,Masculino,1,0,Viúvo,Médio,1
47,9361,Negro,Feminino,0,0,Casado,Médio,0
27,2703,Pardo,Masculino,0,0,Divorciado,Pós-graduação,0
52,8784,Branco,Feminino,1,0,Solteiro,Pós-graduação,1
38,8879,Branco,Feminino,1,0,Casado,Superior,1
33,7947,Negro,Feminino,0,1,Solteiro,Superior,1
23,2865,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,1
20,4724,Amarelo,Masculino,0,0,Solteiro,Superior,1
58,7586,Negro,Masculino,1,1,Divorciado,Superior,1
60,8989,Negro,Masculino,0,1,Casado,Superior,1
38,4699,Negro,Masculino,0,1,Divorciado,Fundamental,1
30,3204,Amarelo,Masculino,1,1,Casado,Pós-graduação,0
35,8046,Indígena,Masculino,0,1,Solteiro,Fundamental,0
41,8123,Negro,Masculino,1,0,Divorciado,Pós-graduação,0
44,7677,Branco,Masculino,1,1,Divorciado,Fundamental,0
21,2281,Amarelo,Masculino,0,0,Divorciado,Superior,1
39,8718,Pardo,Feminino,0,0,Casado,Superior,1
41,9618,Negro,Masculino,0,1,Solteiro,Médio,1
57,5157,Negro,Masculino,1,0,Solteiro,Superior,1
62,1746,Pardo,Feminino,0,0,Divorciado,Superior,0
27,4597,Pardo,Masculino,0,1,Divorciado,Fundamental,1
19,2894,Branco,Feminino,1,1,Divorciado,Superior,1
57,8466,Amarelo,Feminino,1,1,Casado,Superior,0
23,5622,Amarelo,Feminino,1,0,Viúvo,Pós-graduação,1
65,2905,Amarelo,Masculino,0,1,Solteiro,Pós-graduação,1
35,4500,Branco,Feminino,1,0,Divorciado,Fundamental,0
34,8907,Branco,Masculino,0,0,Solteiro,Fundamental,0
55,2652,Indígena,Feminino,1,1,Casado,Médio,0
62,6751,Negro,Masculino,0,0,Casado,Fundamental,1
40,8654,Pardo,Feminino,0,1,Casado,Superior,0
63,8826,Pardo,Feminino,0,1,Viúvo,Superior,0
47,7220,Pardo,Feminino,0,0,Viúvo,Pós-graduação,0
38,7193,Branco,Masculino,0,1,Divorciado,Pós-graduação,1
27,4461,Negro,Masculino,0,1,Solteiro,Superior,0
60,5449,Branco,Feminino,0,1,Solteiro,Fundamental,1
30,8369,Indígena,Feminino,0,1,Viúvo,Superior,0
29,9390,Pardo,Masculino,1,0,Casado,Fundamental,0
26,9695,Amarelo,Feminino,1,0,Casado,Fundamental,1
21,2345,Negro,Feminino,1,0,Solteiro,Pós-graduação,0
56,8407,Indígena,Feminino,0,0,Viúvo,Fundamental,1
41,8866,Amarelo,Masculino,1,0,Casado,Médio,0
51,9325,Amarelo,Feminino,1,1,Solteiro,Pós-graduação,0
56,2459,Negro,Feminino,1,1,Solteiro,Superior,0
58,8549,Pardo,Masculino,1,1,Solteiro,Médio,0
22,5707,Negro,Feminino,0,0,Viúvo,Médio,1
32,4965,Amarelo,Feminino,1,0,Divorciado,Fundamental,0
67,5526,Amarelo,Feminino,0,0,Divorciado,Superior,1
21,2095,Negro,Feminino,0,0,Divorciado,Superior,1
68,6729,Pardo,Masculino,1,1,Divorciado,Superior,1
69,3912,Amarelo,Feminino,1,1,Solteiro,Superior,0
56,7927,Negro,Masculino,0,0,Divorciado,Médio,1
25,5619,Amarelo,Feminino,1,0,Casado,Fundamental,1
66,2668,Branco,Feminino,0,1,Casado,Superior,1
62,1522,Branco,Masculino,0,1,Casado,Superior,1
41,9052,Pardo,Masculino,0,0,Viúvo,Médio,0
45,5903,Negro,Feminino,0,1,Solteiro,Pós-graduação,0
60,9530,Amarelo,Feminino,1,0,Divorciado,Fundamental,0
44,4254,Negro,Feminino,0,0,Solteiro,Superior,0
18,8990,Amarelo,Masculino,0,0,Solteiro,Pós-graduação,1
51,7526,Indígena,Feminino,1,1,Solteiro,Médio,0
34,3563,Branco,Feminino,1,0,Casado,Superior,1
54,5049,Negro,Feminino,1,0,Solteiro,Pós-graduação,1
55,7505,Pardo,Feminino,1,0,Viúvo,Superior,1
43,7472,Pardo,Feminino,1,0,Casado,Fundamental,0
41,9187,Amarelo,Masculino,1,0,Divorciado,Superior,0
56,7976,Branco,Feminino,0,1,Divorciado,Fundamental,0
38,9495,Indígena,Feminino,0,0,Viúvo,Pós-graduação,0
47,4013,Amarelo,Feminino,0,0,Casado,Superior,1
64,9233,Branco,Masculino,1,1,Divorciado,Médio,0
68,1394,Pardo,Feminino,0,0,Solteiro,Superior,1
65,6968,Negro,Feminino,1,1,Divorciado,Pós-graduação,1
30,9267,Pardo,Feminino,1,0,Casado,Fundamental,1
54,6176,Indígena,Masculino,0,0,Casado,Superior,1
20,4424,Amarelo,Feminino,0,1,Divorciado,Médio,1
49,9187,Pardo,Feminino,1,0,Divorciado,Médio,1
52,4982,Negro,Feminino,1,0,Divorciado,Médio,0
36,7234,Pardo,Masculino,1,1,Divorciado,Médio,0
31,2683,Indígena,Feminino,1,1,Casado,Pós-graduação,0
65,6321,Branco,Feminino,0,0,Divorciado,Médio,0
39,7262,Negro,Feminino,1,0,Divorciado,Médio,0
34,8640,Amarelo,Masculino,0,1,Divorciado,Fundamental,1
21,3962,Amarelo,Feminino,0,1,Divorciado,Fundamental,1
62,3400,Pardo,Feminino,0,1,Viúvo,Pós-graduação,0
57,1606,Branco,Masculino,1,0,Divorciado,Superior,1
36,2440,Pardo,Masculino,1,1,Viúvo,Médio,0
54,4294,Amarelo,Feminino,1,1,Solteiro,Fundamental,0
19,8907,Negro,Masculino,0,0,Casado,Superior,0
32,5293,Pardo,Masculino,0,0,Viúvo,Médio,0
19,7830,Indígena,Masculino,0,0,Divorciado,Fundamental,1
28,5736,Indígena,Masculino,1,0,Viúvo,Superior,1
62,5641,Branco,Masculino,1,0,Divorciado,Fundamental,1
40,9128,Branco,Masculino,0,0,Casado,Superior,0
27,6121,Branco,Masculino,1,1,Viúvo,Fundamental,1
20,6486,Indígena,Masculino,0,1,Viúvo,Médio,1
22,3794,Negro,Masculino,0,0,Divorciado,Fundamental,1
20,7449,Negro,Masculino,0,0,Casado,Pós-graduação,1
55,7572,Amarelo,Masculino,1,0,Divorciado,Pós-graduação,1
30,1880,Negro,Masculino,0,1,Solteiro,Fundamental,1
59,2624,Indígena,Masculino,1,1,Divorciado,Fundamental,1
36,9281,Branco,Feminino,1,0,Divorciado,Médio,1
57,6762,Amarelo,Masculino,1,0,Viúvo,Fundamental,0
67,5905,Indígena,Masculino,1,1,Solteiro,Médio,0
52,5887,Branco,Feminino,1,1,Solteiro,Fundamental,0
41,6898,Indígena,Masculino,0,0,Viúvo,Superior,1
41,1635,Indígena,Masculino,1,1,Solteiro,Fundamental,1
34,8540,Indígena,Feminino,1,1,Solteiro,Médio,1
57,8657,Amarelo,Feminino,1,1,Divorciado,Fundamental,1
27,7257,Indígena,Feminino,0,0,Solteiro,Médio,1
19,4545,Indígena,Masculino,0,1,Casado,Médio,1
61,5383,Pardo,Feminino,0,0,Divorciado,Pós-graduação,0
40,9704,Pardo,Masculino,1,0,Viúvo,Médio,1
23,6095,Branco,Feminino,0,0,Divorciado,Superior,0
19,6189,Indígena,Masculino,0,1,Casado,Superior,1
38,2897,Indígena,Feminino,0,1,Divorciado,Pós-graduação,0
52,1762,Indígena,Feminino,0,1,Viúvo,Médio,0
66,4384,Indígena,Masculino,1,1,Solteiro,Médio,1
46,2422,Indígena,Masculino,0,0,Divorciado,Fundamental,0
24,2384,Pardo,Feminino,1,0,Solteiro,Médio,1
46,4834,Branco,Masculino,0,1,Divorciado,Médio,1
54,6077,Branco,Feminino,0,0,Solteiro,Pós-graduação,0
40,4628,Pardo,Feminino,0,1,Solteiro,Pós-graduação,1
50,4243,Pardo,Masculino,0,1,Solteiro,Pós-graduação,1
25,9160,Pardo,Feminino,0,0,Casado,Pós-graduação,1
29,5104,Indígena,Masculino,0,1,Casado,Fundamental,1
63,3753,Indígena,Feminino,0,1,Casado,Médio,0
65,5564,Negro,Masculino,0,1,Viúvo,Fundamental,1
27,3822,Pardo,Feminino,0,0,Solteiro,Médio,0
32,8024,Amarelo,Feminino,1,0,Casado,Fundamental,1
41,5964,Amarelo,Feminino,0,1,Solteiro,Superior,1
43,3206,Indígena,Feminino,1,0,Divorciado,Pós-graduação,1
64,8435,Branco,Feminino,1,0,Solteiro,Pós-graduação,1
59,7996,Amarelo,Masculino,1,1,Divorciado,Superior,0
56,3604,Negro,Masculino,0,0,Viúvo,Superior,0
20,8712,Negro,Masculino,0,1,Divorciado,Superior,0
19,2665,Branco,Masculino,0,0,Divorciado,Pós-graduação,1
23,2504,Indígena,Feminino,0,0,Divorciado,Médio,0
38,2808,Branco,Masculino,1,0,Solteiro,Pós-graduação,1
26,4199,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,1
27,1825,Negro,Masculino,1,0,Casado,Médio,1
53,5892,Indígena,Feminino,1,1,Casado,Médio,0
20,8108,Negro,Masculino,0,1,Solteiro,Fundamental,0
58,6862,Branco,Feminino,0,0,Divorciado,Fundamental,0
41,2981,Pardo,Masculino,1,1,Casado,Superior,0
39,4081,Negro,Feminino,0,1,Casado,Pós-graduação,0
66,6709,Amarelo,Feminino,0,0,Solteiro,Superior,0
31,6168,Indígena,Feminino,1,1,Casado,Superior,1
59,4352,Branco,Masculino,0,0,Casado,Pós-graduação,0
62,2003,Negro,Masculino,1,0,Viúvo,Médio,1
61,7662,Negro,Feminino,0,1,Viúvo,Pós-graduação,0
44,8171,Negro,Masculino,0,0,Divorciado,Fundamental,1
50,8968,Pardo,Masculino,0,1,Solteiro,Superior,0
39,9305,Amarelo,Masculino,1,1,Solteiro,Fundamental,1
46,9660,Negro,Masculino,1,1,Viúvo,Pós-graduação,1
36,8477,Branco,Feminino,0,1,Casado,Superior,0
36,7507,Indígena,Feminino,1,0,Casado,Médio,0
23,5798,Amarelo,Feminino,0,1,Casado,Médio,1
62,9745,Pardo,Feminino,0,0,Divorciado,Médio,0
36,5055,Indígena,Feminino,0,1,Casado,Pós-graduação,0
30,7145,Pardo,Masculino,1,1,Divorciado,Médio,0
43,6149,Amarelo,Masculino,1,0,Divorciado,Fundamental,1
39,6765,Negro,Feminino,1,0,Solteiro,Médio,0
38,8621,Amarelo,Feminino,0,1,Divorciado,Superior,0
53,8291,Indígena,Feminino,1,1,Casado,Superior,0
19,4259,Branco,Feminino,1,0,Solteiro,Pós-graduação,1
64,7046,Negro,Masculino,1,1,Viúvo,Médio,0
61,9632,Negro,Masculino,1,0,Viúvo,Superior,1
47,6706,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,0
44,2724,Indígena,Masculino,0,1,Viúvo,Superior,1
24,9403,Amarelo,Masculino,1,0,Viúvo,Fundamental,1
37,7380,Branco,Masculino,1,1,Solteiro,Médio,0
67,5238,Indígena,Feminino,1,1,Viúvo,Fundamental,0
48,7520,Amarelo,Feminino,0,1,Casado,Médio,1
40,7175,Branco,Masculino,0,1,Divorciado,Pós-graduação,0
30,5382,Branco,Masculino,0,0,Casado,Fundamental,0
34,3394,Amarelo,Feminino,0,0,Solteiro,Fundamental,0
21,6297,Pardo,Masculino,0,0,Solteiro,Superior,0
31,4507,Indígena,Masculino,1,1,Solteiro,Superior,0
37,8974,Branco,Feminino,1,1,Divorciado,Médio,0
30,8934,Negro,Feminino,1,1,Solteiro,Superior,1
20,2339,Branco,Masculino,0,0,Viúvo,Fundamental,1
43,2158,Amarelo,Masculino,0,1,Viúvo,Médio,0
43,4307,Amarelo,Masculino,1,0,Solteiro,Pós-graduação,0
35,6794,Pardo,Feminino,0,0,Solteiro,Fundamental,0
49,8110,Negro,Feminino,1,0,Divorciado,Pós-graduação,0
31,2335,Indígena,Feminino,1,1,Solteiro,Médio,1
64,7681,Pardo,Masculino,0,1,Solteiro,Pós-graduação,0
20,2532,Branco,Feminino,1,0,Casado,Fundamental,1
18,9241,Indígena,Masculino,0,0,Solteiro,Médio,1
43,4820,Indígena,Masculino,0,1,Casado,Fundamental,0
41,4843,Branco,Feminino,1,0,Divorciado,Médio,0
66,4426,Negro,Feminino,0,1,Viúvo,Médio,0
52,6865,Pardo,Masculino,0,1,Solteiro,Fundamental,1
31,2878,Negro,Masculino,1,0,Casado,Fundamental,1
20,1717,Branco,Feminino,0,1,Casado,Pós-graduação,0
30,2418,Indígena,Feminino,1,0,Solteiro,Fundamental,0
64,4213,Pardo,Masculino,0,0,Divorciado,Médio,1
67,7482,Branco,Feminino,0,0,Casado,Médio,1
31,2381,Negro,Feminino,1,1,Viúvo,Superior,1
38,4527,Branco,Masculino,0,0,Solteiro,Médio,0
43,7740,Branco,Feminino,0,1,Viúvo,Médio,1
20,4665,Pardo,Masculino,1,1,Solteiro,Fundamental,0
68,8453,Indígena,Masculino,0,1,Divorciado,Fundamental,0
57,4944,Indígena,Feminino,1,0,Divorciado,Superior,0
21,6968,Amarelo,Masculino,0,1,Solteiro,Superior,1
53,1686,Amarelo,Masculino,1,1,Casado,Médio,1
68,4761,Indígena,Feminino,0,0,Casado,Pós-graduação,1
60,3161,Indígena,Masculino,1,0,Viúvo,Médio,0
18,6150,Branco,Masculino,1,0,Viúvo,Fundamental,0
57,5462,Amarelo,Feminino,0,1,Solteiro,Superior,0
64,6092,Amarelo,Feminino,0,0,Divorciado,Fundamental,1
50,5519,Pardo,Feminino,1,0,Casado,Fundamental,0
24,7159,Amarelo,Feminino,1,0,Casado,Superior,1
69,8545,Indígena,Feminino,1,0,Divorciado,Médio,0
69,3661,Branco,Feminino,1,1,Casado,Superior,0
28,4355,Amarelo,Feminino,1,0,Solteiro,Fundamental,0
44,7052,Pardo,Masculino,1,0,Casado,Fundamental,1
31,2957,Pardo,Feminino,1,0,Solteiro,Superior,0
39,4091,Pardo,Masculino,0,0,Viúvo,Superior,0
33,9366,Negro,Masculino,1,1,Casado,Superior,0
63,1311,Branco,Masculino,0,1,Solteiro,Fundamental,1
29,9324,Pardo,Feminino,0,0,Solteiro,Superior,1
66,6469,Indígena,Feminino,0,0,Divorciado,Médio,1
63,9160,Indígena,Masculino,0,0,Viúvo,Fundamental,0
27,3414,Indígena,Masculino,0,0,Divorciado,Fundamental,0
41,7465,Amarelo,Masculino,1,0,Viúvo,Superior,1
63,8801,Indígena,Masculino,0,0,Viúvo,Superior,1
35,6096,Branco,Masculino,0,1,Casado,Médio,1
39,3130,Indígena,Masculino,1,1,Viúvo,Pós-graduação,1
26,3696,Amarelo,Masculino,1,1,Divorciado,Pós-graduação,1
34,4752,Indígena,Feminino,0,0,Viúvo,Médio,1
55,9430,Negro,Feminino,0,1,Casado,Fundamental,1
57,8575,Branco,Feminino,0,0,Casado,Pós-graduação,1
30,1685,Pardo,Masculino,1,1,Divorciado,Fundamental,0
67,6465,Indígena,Masculino,1,1,Solteiro,Superior,0
54,8311,Amarelo,Masculino,0,0,Solteiro,Fundamental,0
23,1492,Branco,Feminino,0,0,Solteiro,Pós-graduação,0
38,9071,Indígena,Masculino,1,0,Divorciado,Médio,0
68,4609,Negro,Masculino,1,0,Divorciado,Superior,0
53,4186,Pardo,Masculino,1,0,Solteiro,Fundamental,1
24,8526,Amarelo,Feminino,0,1,Divorciado,Pós-graduação,0
53,4169,Indígena,Masculino,0,0,Divorciado,Médio,0
42,6353,Indígena,Masculino,0,1,Casado,Superior,0
28,3132,Negro,Feminino,0,0,Viúvo,Pós-graduação,1
61,4302,Amarelo,Feminino,1,0,Solteiro,Fundamental,1
31,5707,Branco,Feminino,1,1,Solteiro,Médio,0
62,8069,Amarelo,Masculino,1,1,Divorciado,Superior,1
46,2398,Pardo,Masculino,0,0,Solteiro,Médio,0
27,2802,Negro,Masculino,1,1,Casado,Fundamental,1
67,6906,Pardo,Masculino,1,1,Viúvo,Superior,0
65,2663,Indígena,Feminino,0,0,Casado,Pós-graduação,1
22,3366,Negro,Feminino,1,1,Casado,Fundamental,0
25,2737,Amarelo,Masculino,0,0,Casado,Superior,0
63,1952,Negro,Masculino,1,0,Casado,Pós-graduação,0
22,6233,Branco,Feminino,1,1,Casado,Pós-graduação,0
41,6270,Amarelo,Feminino,1,1,Divorciado,Superior,0
57,8783,Amarelo,Masculino,1,1,Viúvo,Superior,0
43,2223,Pardo,Feminino,1,1,Divorciado,Médio,0
23,5179,Branco,Masculino,1,1,Solteiro,Pós-graduação,1
33,7550,Branco,Feminino,1,1,Divorciado,Pós-graduação,1
53,3635,Branco,Masculino,0,0,Viúvo,Superior,0
29,2302,Pardo,Feminino,0,1,Casado,Superior,1
28,5901,Negro,Feminino,1,1,Solteiro,Médio,0
20,4868,Indígena,Masculino,0,1,Casado,Fundamental,0
61,7462,Negro,Feminino,0,1,Solteiro,Pós-graduação,1
54,2636,Negro,Feminino,0,1,Solteiro,Médio,1
23,9136,Amarelo,Feminino,1,0,Solteiro,Fundamental,0
